lemma	Louw-Nida	Category	book	chap	total_words	sentence_Ix	token_Ix	kwic
περί	83.0	indeclinable	Luke	1	1265	0	6	ἀνατάξασθαι διήγησιν περὶ [[ περὶ ]] πεπληροφορημένων ἐν ἡμῖν
ἐν	83.0	indeclinable	Luke	1	1265	0	9	τῶν πεπληροφορημένων ἐν [[ ἐν ]] πραγμάτων   καθὼς
ἄνωθεν	84.0	indeclinable	Luke	1	1265	0	29	κἀμοὶ παρηκολουθηκότι ἄνωθεν [[ ἄνωθεν ]] ἀκριβῶς καθεξῆς σοι
καθεξῆς		indeclinable	Luke	1	1265	0	32	πᾶσιν ἀκριβῶς καθεξῆς [[ καθεξῆς ]] γράψαι
περί	83.0	indeclinable	Luke	1	1265	1	40	αὐτῆς Ἐλισάβετ   [[ περὶ ]] 
ἐν	83.0	indeclinable	Luke	1	1265	1	48	 [[ ἐν ]] 
ἰουδαία	93.0	toponym	Luke	1	1265	1	54	 [[ Ἰουδαίας ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	1	59	 [[ ἐξ ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	1	65	 [[ ἐκ ]] 
πορεύομαι	15.0	vbs. of motion	Luke	1	1265	2	82	 [[ πορευόμενοι ]] 
ἐν	83.0	indeclinable	Luke	1	1265	2	83	 [[ ἐν ]] 
προβαίνω	15.0	vbs. of motion	Luke	1	1265	4	105	 [[ προβεβηκότες ]] 
ἐν	83.0	indeclinable	Luke	1	1265	4	106	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	6	114	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	6	118	 [[ ἐν ]] 
ἔναντι	83.0	indeclinable	Luke	1	1265	6	124	 [[ ἔναντι ]] 
κατά	83.0	indeclinable	Luke	1	1265	6	128	 [[ κατὰ ]] 
εἰσέρχομαι	15.0	vbs. of motion	Luke	1	1265	6	136	 [[ εἰσελθὼν ]] 
εἰς	83.0	indeclinable	Luke	1	1265	6	137	 [[ εἰς ]] 
ναός	7.0	buildings	Luke	1	1265	6	139	 [[ ναὸν ]] 
ἔξω	83.0	indeclinable	Luke	1	1265	6	151	 [[ ἔξω ]] 
ἵστημι	85.0	vbs. of motion	Luke	1	1265	8	162	 [[ ἑστὼς ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	8	163	 [[ ἐκ ]] 
δεξιός	82.0	nature	Luke	1	1265	8	164	 [[ δεξιῶν ]] 
θυσιαστήριον		buildings	Luke	1	1265	8	166	 [[ θυσιαστηρίου ]] 
ταράσσω	16.0	other vbs.	Luke	1	1265	8	171	 [[ ἐταράχθη ]] 
πρός	83.0	indeclinable	Luke	1	1265	10	182	 [[ πρὸς ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	11	217	 [[ ἐπὶ ]] 
ἐνώπιον	83.0	indeclinable	Luke	1	1265	13	226	 [[ ἐνώπιον ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	13	241	 [[ ἐκ ]] 
ἰσραήλ		toponym	Luke	1	1265	13	250	 [[ Ἰσραὴλ ]] 
ἐπιστρέφω	15.0	vbs. of motion	Luke	1	1265	13	251	 [[ ἐπιστρέψει ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	13	252	 [[ ἐπὶ ]] 
προέρχομαι	15.0	vbs. of motion	Luke	1	1265	13	260	 [[ προελεύσεται ]] 
ἐνώπιον	83.0	indeclinable	Luke	1	1265	13	261	 [[ ἐνώπιον ]] 
ἐν	83.0	indeclinable	Luke	1	1265	13	263	 [[ ἐν ]] 
ἐπιστρέφω	15.0	vbs. of motion	Luke	1	1265	13	268	 [[ ἐπιστρέψαι ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	13	271	 [[ ἐπὶ ]] 
ἐν	83.0	indeclinable	Luke	1	1265	13	275	 [[ ἐν ]] 
κατασκευάζω	45.0	other vbs.	Luke	1	1265	13	281	 [[ κατεσκευασμένον ]] 
πρός	83.0	indeclinable	Luke	1	1265	13	286	 [[ πρὸς ]] 
κατά	83.0	indeclinable	Luke	1	1265	14	289	 [[ Κατὰ ]] 
προβαίνω	15.0	vbs. of motion	Luke	1	1265	15	301	 [[ προβεβηκυῖα ]] 
ἐν	83.0	indeclinable	Luke	1	1265	15	302	 [[ ἐν ]] 
παρίστημι	85.0	vbs. of motion	Luke	1	1265	18	317	 [[ παρεστηκὼς ]] 
ἐνώπιον	83.0	indeclinable	Luke	1	1265	18	318	 [[ ἐνώπιον ]] 
ἀποστέλλω	15.0	vbs. of motion	Luke	1	1265	18	322	 [[ ἀπεστάλην ]] 
πρός	83.0	indeclinable	Luke	1	1265	18	324	 [[ πρὸς ]] 
ἄχρι	84.0	indeclinable	Luke	1	1265	18	339	 [[ ἄχρι ]] 
εἰς	83.0	indeclinable	Luke	1	1265	19	353	 [[ εἰς ]] 
ἐν	83.0	indeclinable	Luke	1	1265	21	367	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	21	370	 [[ ἐν ]] 
ναός	7.0	buildings	Luke	1	1265	21	372	 [[ ναῷ ]] 
ἐξέρχομαι	15.0	vbs. of motion	Luke	1	1265	23	375	 [[ ἐξελθὼν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	24	386	 [[ ἐν ]] 
ναός	7.0	buildings	Luke	1	1265	24	388	 [[ ναῷ ]] 
ἀπέρχομαι	15.0	vbs. of motion	Luke	1	1265	25	407	 [[ ἀπῆλθεν ]] 
εἰς	83.0	indeclinable	Luke	1	1265	25	408	 [[ εἰς ]] 
οἶκος	7.0	buildings	Luke	1	1265	25	410	 [[ οἶκον ]] 
ἐν	83.0	indeclinable	Luke	1	1265	29	435	 [[ ἐν ]] 
ἀφαιρέω	85.0	other vbs.	Luke	1	1265	29	439	 [[ ἀφελεῖν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	29	442	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	30	445	 [[ Ἐν ]] 
ἀποστέλλω	15.0	vbs. of motion	Luke	1	1265	30	451	 [[ ἀπεστάλη ]] 
ἀπό	84.0	indeclinable	Luke	1	1265	30	455	 [[ ἀπὸ ]] 
εἰς	83.0	indeclinable	Luke	1	1265	30	458	 [[ εἰς ]] 
πόλις	1.0	community	Luke	1	1265	30	459	 [[ πόλιν ]] 
γαλιλαία	93.0	toponym	Luke	1	1265	30	461	 [[ Γαλιλαίας ]] 
ναζαρά	93.0	toponym	Luke	1	1265	30	464	 [[ Ναζαρὲθ ]] 
πρός	83.0	indeclinable	Luke	1	1265	30	466	 [[ πρὸς ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	30	473	 [[ ἐξ ]] 
οἶκος	7.0	buildings	Luke	1	1265	30	474	 [[ οἴκου ]] 
εἰσέρχομαι	15.0	vbs. of motion	Luke	1	1265	30	484	 [[ εἰσελθὼν ]] 
πρός	83.0	indeclinable	Luke	1	1265	30	485	 [[ πρὸς ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	33	497	 [[ ἐπὶ ]] 
παρά	83.0	indeclinable	Luke	1	1265	36	520	 [[ παρὰ ]] 
ἐν	83.0	indeclinable	Luke	1	1265	36	527	 [[ ἐν ]] 
τίκτω		other vbs.	Luke	1	1265	36	530	 [[ τέξῃ ]] 
θρόνος		buildings	Luke	1	1265	37	553	 [[ θρόνον ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	37	561	 [[ ἐπὶ ]] 
οἶκος	7.0	buildings	Luke	1	1265	37	563	 [[ οἶκον ]] 
εἰς	83.0	indeclinable	Luke	1	1265	37	565	 [[ εἰς ]] 
αἰών	1.0	nature	Luke	1	1265	37	567	 [[ αἰῶνας ]] 
πρός	83.0	indeclinable	Luke	1	1265	39	579	 [[ πρὸς ]] 
ἐπέρχομαι	15.0	vbs. of motion	Luke	1	1265	42	598	 [[ ἐπελεύσεται ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	42	599	 [[ ἐπὶ ]] 
ἐν	83.0	indeclinable	Luke	1	1265	44	625	 [[ ἐν ]] 
παρά	83.0	indeclinable	Luke	1	1265	45	641	 [[ παρὰ ]] 
κατά	83.0	indeclinable	Luke	1	1265	47	656	 [[ κατὰ ]] 
ἀπέρχομαι	15.0	vbs. of motion	Luke	1	1265	48	661	 [[ ἀπῆλθεν ]] 
ἀνίστημι	15.0	vbs. of motion	Luke	1	1265	49	667	 [[ Ἀναστᾶσα ]] 
ἐν	83.0	indeclinable	Luke	1	1265	49	670	 [[ ἐν ]] 
πορεύομαι	15.0	vbs. of motion	Luke	1	1265	49	674	 [[ ἐπορεύθη ]] 
εἰς	83.0	indeclinable	Luke	1	1265	49	675	 [[ εἰς ]] 
εἰς	83.0	indeclinable	Luke	1	1265	49	680	 [[ εἰς ]] 
πόλις	1.0	community	Luke	1	1265	49	681	 [[ πόλιν ]] 
εἰσέρχομαι	15.0	vbs. of motion	Luke	1	1265	49	685	 [[ εἰσῆλθεν ]] 
εἰς	83.0	indeclinable	Luke	1	1265	49	686	 [[ εἰς ]] 
οἶκος	7.0	buildings	Luke	1	1265	49	688	 [[ οἶκον ]] 
σκιρτάω	15.0	vbs. of motion	Luke	1	1265	50	705	 [[ ἐσκίρτησεν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	50	708	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	53	727	 [[ ἐν ]] 
πόθεν	84.0	indeclinable	Luke	1	1265	54	738	 [[ πόθεν ]] 
ἔρχομαι	15.0	vbs. of motion	Luke	1	1265	54	742	 [[ ἔλθῃ ]] 
πρός	83.0	indeclinable	Luke	1	1265	54	748	 [[ πρὸς ]] 
εἰς	83.0	indeclinable	Luke	1	1265	56	760	 [[ εἰς ]] 
σκιρτάω	15.0	vbs. of motion	Luke	1	1265	56	764	 [[ ἐσκίρτησεν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	56	765	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	56	769	 [[ ἐν ]] 
παρά	83.0	indeclinable	Luke	1	1265	56	784	 [[ παρὰ ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	61	802	 [[ ἐπὶ ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	61	811	 [[ ἐπὶ ]] 
ἀπό	84.0	indeclinable	Luke	1	1265	62	819	 [[ ἀπὸ ]] 
εἰς	83.0	indeclinable	Luke	1	1265	62	844	 [[ εἰς ]] 
ἐν	83.0	indeclinable	Luke	1	1265	63	854	 [[ ἐν ]] 
διασκορπίζω	15.0	other vbs.	Luke	1	1265	63	857	 [[ διεσκόρπισεν ]] 
καθαιρέω	15.0	other vbs.	Luke	1	1265	63	863	 [[ καθεῖλεν ]] 
ἀπό	84.0	indeclinable	Luke	1	1265	63	865	 [[ ἀπὸ ]] 
θρόνος		buildings	Luke	1	1265	63	866	 [[ θρόνων ]] 
ὑψόω	81.0	other vbs.	Luke	1	1265	63	868	 [[ ὕψωσεν ]] 
ἐξαποστέλλω	15.0	vbs. of motion	Luke	1	1265	64	876	 [[ ἐξαπέστειλεν ]] 
ἰσραήλ		toponym	Luke	1	1265	64	880	 [[ Ἰσραὴλ ]] 
πρός	83.0	indeclinable	Luke	1	1265	64	888	 [[ πρὸς ]] 
εἰς	83.0	indeclinable	Luke	1	1265	64	898	 [[ εἰς ]] 
αἰών	1.0	nature	Luke	1	1265	64	900	 [[ αἰῶνα ]] 
μένω	85.0	vbs. of motion	Luke	1	1265	66	902	 [[ Ἔμεινεν ]] 
ὑποστρέφω	15.0	vbs. of motion	Luke	1	1265	66	911	 [[ ὑπέστρεψεν ]] 
εἰς	83.0	indeclinable	Luke	1	1265	66	912	 [[ εἰς ]] 
οἶκος	7.0	buildings	Luke	1	1265	66	914	 [[ οἶκον ]] 
τίκτω		other vbs.	Luke	1	1265	67	924	 [[ τεκεῖν ]] 
περίοικος		vbs. of motion	Luke	1	1265	68	933	 [[ περίοικοι ]] 
ἐν	83.0	indeclinable	Luke	1	1265	70	952	 [[ ἐν ]] 
ἔρχομαι	15.0	vbs. of motion	Luke	1	1265	70	957	 [[ ἦλθον ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	71	964	 [[ ἐπὶ ]] 
πρός	83.0	indeclinable	Luke	1	1265	73	985	 [[ πρὸς ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	74	990	 [[ ἐκ ]] 
ἐπί	83.0	indeclinable	Luke	1	1265	81	1043	 [[ ἐπὶ ]] 
περιοικέω	85.0	vbs. of motion	Luke	1	1265	81	1047	 [[ περιοικοῦντας ]] 
ἐν	83.0	indeclinable	Luke	1	1265	82	1050	 [[ ἐν ]] 
ἰουδαία	93.0	toponym	Luke	1	1265	82	1055	 [[ Ἰουδαίας ]] 
τίθημι	85.0	other vbs.	Luke	1	1265	82	1063	 [[ ἔθεντο ]] 
ἐν	83.0	indeclinable	Luke	1	1265	82	1067	 [[ ἐν ]] 
ἰσραήλ		toponym	Luke	1	1265	87	1103	 [[ Ἰσραήλ ]] 
ἐγείρω	17.0	other vbs.	Luke	1	1265	87	1114	 [[ ἤγειρεν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	87	1118	 [[ ἐν ]] 
οἶκος	7.0	buildings	Luke	1	1265	87	1119	 [[ οἴκῳ ]] 
διά	84.0	indeclinable	Luke	1	1265	87	1126	 [[ διὰ ]] 
αἰών	1.0	nature	Luke	1	1265	87	1131	 [[ αἰῶνος ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	87	1136	 [[ ἐξ ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	87	1140	 [[ ἐκ ]] 
πρός	83.0	indeclinable	Luke	1	1265	87	1162	 [[ πρὸς ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	87	1172	 [[ ἐκ ]] 
ἐν	83.0	indeclinable	Luke	1	1265	87	1179	 [[ ἐν ]] 
ἐνώπιον	83.0	indeclinable	Luke	1	1265	87	1183	 [[ ἐνώπιον ]] 
προπορεύομαι	15.0	vbs. of motion	Luke	1	1265	89	1197	 [[ προπορεύσῃ ]] 
ἐνώπιον	83.0	indeclinable	Luke	1	1265	89	1199	 [[ ἐνώπιον ]] 
ὁδός	1.0	road	Luke	1	1265	89	1202	 [[ ὁδοὺς ]] 
ἐν	83.0	indeclinable	Luke	1	1265	89	1212	 [[ ἐν ]] 
διά	84.0	indeclinable	Luke	1	1265	89	1217	 [[ διὰ ]] 
ἐν	83.0	indeclinable	Luke	1	1265	89	1222	 [[ ἐν ]] 
ἀνατολή	82.0	nature	Luke	1	1265	89	1226	 [[ ἀνατολὴ ]] 
ἐκ	84.0	indeclinable	Luke	1	1265	89	1227	 [[ ἐξ ]] 
ὕψος	1.0	nature	Luke	1	1265	89	1228	 [[ ὕψους ]] 
ἐν	83.0	indeclinable	Luke	1	1265	89	1232	 [[ ἐν ]] 
κάθημαι	85.0	vbs. of motion	Luke	1	1265	89	1237	 [[ καθημένοις ]] 
εἰς	83.0	indeclinable	Luke	1	1265	89	1243	 [[ εἰς ]] 
ὁδός	1.0	road	Luke	1	1265	89	1244	 [[ ὁδὸν ]] 
ἐν	83.0	indeclinable	Luke	1	1265	90	1256	 [[ ἐν ]] 
ἔρημος	1.0	nature	Luke	1	1265	90	1258	 [[ ἐρήμοις ]] 
ἕως	84.0	indeclinable	Luke	1	1265	90	1259	 [[ ἕως ]] 
πρός	83.0	indeclinable	Luke	1	1265	90	1263	 [[ πρὸς ]] 
ἰσραήλ		toponym	Luke	1	1265	90	1265	 [[ Ἰσραήλ ]] 
ἐν	83.0	indeclinable	Luke	2	900	0	3	Ἐγένετο δὲ ἐν [[ ἐν ]] ἡμέραις ἐκείναις ἐξῆλθεν
ἐξέρχομαι	15.0	vbs. of motion	Luke	2	900	0	7	ἡμέραις ἐκείναις ἐξῆλθεν [[ ἐξῆλθεν ]] παρὰ Καίσαρος Αὐγούστου
παρά	83.0	indeclinable	Luke	2	900	0	9	ἐξῆλθεν δόγμα παρὰ [[ παρὰ ]] Αὐγούστου ἀπογράφεσθαι πᾶσαν
οἰκουμένη	1.0	nature	Luke	2	900	0	15	πᾶσαν τὴν οἰκουμένην [[ οἰκουμένην ]] 
συρία	93.0	toponym	Luke	2	900	1	23	 [[ Συρίας ]] 
πορεύομαι	15.0	vbs. of motion	Luke	2	900	1	27	 [[ ἐπορεύοντο ]] 
εἰς	83.0	indeclinable	Luke	2	900	2	31	 [[ εἰς ]] 
πόλις	1.0	community	Luke	2	900	2	34	 [[ πόλιν ]] 
ἀναβαίνω	15.0	vbs. of motion	Luke	2	900	3	36	 [[ Ἀνέβη ]] 
ἀπό	84.0	indeclinable	Luke	2	900	3	40	 [[ ἀπὸ ]] 
γαλιλαία	93.0	toponym	Luke	2	900	3	42	 [[ Γαλιλαίας ]] 
ἐκ	84.0	indeclinable	Luke	2	900	3	43	 [[ ἐκ ]] 
πόλις	1.0	community	Luke	2	900	3	44	 [[ πόλεως ]] 
ναζαρά	93.0	toponym	Luke	2	900	3	45	 [[ Ναζαρὲθ ]] 
εἰς	83.0	indeclinable	Luke	2	900	3	46	 [[ εἰς ]] 
ἰουδαία	93.0	toponym	Luke	2	900	3	48	 [[ Ἰουδαίαν ]] 
εἰς	83.0	indeclinable	Luke	2	900	3	49	 [[ εἰς ]] 
πόλις	1.0	community	Luke	2	900	3	50	 [[ πόλιν ]] 
βηθλέεμ	93.0	toponym	Luke	2	900	3	54	 [[ Βηθλέεμ ]] 
διά	84.0	indeclinable	Luke	2	900	4	55	 [[ διὰ ]] 
ἐκ	84.0	indeclinable	Luke	2	900	4	59	 [[ ἐξ ]] 
οἶκος	7.0	buildings	Luke	2	900	4	60	 [[ οἴκου ]] 
ἐν	83.0	indeclinable	Luke	2	900	6	76	 [[ ἐν ]] 
ἐκεῖ	83.0	indeclinable	Luke	2	900	6	80	 [[ ἐκεῖ ]] 
τίκτω		other vbs.	Luke	2	900	6	85	 [[ τεκεῖν ]] 
τίκτω		other vbs.	Luke	2	900	6	89	 [[ ἔτεκεν ]] 
ἀνακλίνω	17.0	vbs. of motion	Luke	2	900	6	99	 [[ ἀνέκλινεν ]] 
ἐν	83.0	indeclinable	Luke	2	900	6	101	 [[ ἐν ]] 
φάτνη	7.0	buildings	Luke	2	900	6	102	 [[ φάτνῃ ]] 
τόπος	80.0	community	Luke	2	900	6	107	 [[ τόπος ]] 
ἐν	83.0	indeclinable	Luke	2	900	6	108	 [[ ἐν ]] 
κατάλυμα	7.0	buildings	Luke	2	900	6	110	 [[ καταλύματι ]] 
ἐν	83.0	indeclinable	Luke	2	900	7	115	 [[ ἐν ]] 
χώρα	1.0	nature	Luke	2	900	7	117	 [[ χώρᾳ ]] 
ἀγραυλέω	85.0	vbs. of motion	Luke	2	900	7	120	 [[ ἀγραυλοῦντες ]] 
φυλακή	7.0	buildings	Luke	2	900	7	123	 [[ φυλακὰς ]] 
ἐπί	83.0	indeclinable	Luke	2	900	7	126	 [[ ἐπὶ ]] 
ἐφίστημι	85.0	vbs. of motion	Luke	2	900	7	134	 [[ ἐπέστη ]] 
τίκτω		other vbs.	Luke	2	900	11	166	 [[ ἐτέχθη ]] 
ἐν	83.0	indeclinable	Luke	2	900	11	174	 [[ ἐν ]] 
πόλις	1.0	community	Luke	2	900	11	175	 [[ πόλει ]] 
κεῖμαι	85.0	vbs. of motion	Luke	2	900	11	187	 [[ κείμενον ]] 
ἐν	83.0	indeclinable	Luke	2	900	11	188	 [[ ἐν ]] 
φάτνη	7.0	buildings	Luke	2	900	11	189	 [[ φάτνῃ ]] 
οὐράνιος	1.0	nature	Luke	2	900	11	199	 [[ οὐρανίου ]] 
ἐν	83.0	indeclinable	Luke	2	900	11	207	 [[ ἐν ]] 
ἐπί	83.0	indeclinable	Luke	2	900	11	211	 [[ ἐπὶ ]] 
γῆ	1.0	nature	Luke	2	900	11	212	 [[ γῆς ]] 
ἐν	83.0	indeclinable	Luke	2	900	11	214	 [[ ἐν ]] 
ἀπέρχομαι	15.0	vbs. of motion	Luke	2	900	13	221	 [[ ἀπῆλθον ]] 
εἰς	83.0	indeclinable	Luke	2	900	13	224	 [[ εἰς ]] 
οὐρανός	1.0	nature	Luke	2	900	13	226	 [[ οὐρανὸν ]] 
πρός	83.0	indeclinable	Luke	2	900	13	232	 [[ πρὸς ]] 
διέρχομαι	15.0	vbs. of motion	Luke	2	900	14	234	 [[ Διέλθωμεν ]] 
ἕως	84.0	indeclinable	Luke	2	900	14	236	 [[ ἕως ]] 
βηθλέεμ	93.0	toponym	Luke	2	900	14	237	 [[ Βηθλέεμ ]] 
ἔρχομαι	15.0	vbs. of motion	Luke	2	900	15	252	 [[ ἦλθαν ]] 
κεῖμαι	85.0	vbs. of motion	Luke	2	900	15	265	 [[ κείμενον ]] 
ἐν	83.0	indeclinable	Luke	2	900	15	266	 [[ ἐν ]] 
φάτνη	7.0	buildings	Luke	2	900	15	268	 [[ φάτνῃ ]] 
περί	83.0	indeclinable	Luke	2	900	17	273	 [[ περὶ ]] 
περί	83.0	indeclinable	Luke	2	900	17	279	 [[ περὶ ]] 
περί	83.0	indeclinable	Luke	2	900	18	289	 [[ περὶ ]] 
ὑπό	83.0	indeclinable	Luke	2	900	18	292	 [[ ὑπὸ ]] 
πρός	83.0	indeclinable	Luke	2	900	18	295	 [[ πρὸς ]] 
συμβάλλω	15.0	vbs. of motion	Luke	2	900	20	306	 [[ συμβάλλουσα ]] 
ἐν	83.0	indeclinable	Luke	2	900	20	307	 [[ ἐν ]] 
ὑποστρέφω	15.0	vbs. of motion	Luke	2	900	22	313	 [[ ὑπέστρεψαν ]] 
ἐπί	83.0	indeclinable	Luke	2	900	22	321	 [[ ἐπὶ ]] 
πρός	83.0	indeclinable	Luke	2	900	22	329	 [[ πρὸς ]] 
ὑπό	83.0	indeclinable	Luke	2	900	24	348	 [[ ὑπὸ ]] 
πρό	83.0	indeclinable	Luke	2	900	24	351	 [[ πρὸ ]] 
ἐν	83.0	indeclinable	Luke	2	900	24	355	 [[ ἐν ]] 
κατά	83.0	indeclinable	Luke	2	900	25	367	 [[ κατὰ ]] 
ἀνάγω	15.0	vbs. of motion	Luke	2	900	25	371	 [[ ἀνήγαγον ]] 
εἰς	83.0	indeclinable	Luke	2	900	25	373	 [[ εἰς ]] 
ἱεροσόλυμα	93.0	toponym	Luke	2	900	25	374	 [[ Ἱεροσόλυμα ]] 
παρίστημι	85.0	vbs. of motion	Luke	2	900	25	375	 [[ παραστῆσαι ]] 
ἐν	83.0	indeclinable	Luke	2	900	26	381	 [[ ἐν ]] 
κατά	83.0	indeclinable	Luke	2	900	26	398	 [[ κατὰ ]] 
ἐν	83.0	indeclinable	Luke	2	900	26	401	 [[ ἐν ]] 
ἐν	83.0	indeclinable	Luke	2	900	28	416	 [[ ἐν ]] 
προσδέχομαι	85.0	other vbs.	Luke	2	900	29	428	 [[ προσδεχόμενος ]] 
ἰσραήλ		toponym	Luke	2	900	29	431	 [[ Ἰσραήλ ]] 
ὑπό	83.0	indeclinable	Luke	2	900	29	443	 [[ ὑπὸ ]] 
ἔρχομαι	15.0	vbs. of motion	Luke	2	900	30	460	 [[ ἦλθεν ]] 
ἐν	83.0	indeclinable	Luke	2	900	30	461	 [[ ἐν ]] 
εἰς	83.0	indeclinable	Luke	2	900	30	464	 [[ εἰς ]] 
ἱερόν	7.0	buildings	Luke	2	900	30	466	 [[ ἱερόν ]] 
ἐν	83.0	indeclinable	Luke	2	900	31	468	 [[ ἐν ]] 
εἰσάγω	15.0	vbs. of motion	Luke	2	900	31	470	 [[ εἰσαγαγεῖν ]] 
κατά	83.0	indeclinable	Luke	2	900	31	479	 [[ κατὰ ]] 
περί	83.0	indeclinable	Luke	2	900	31	484	 [[ περὶ ]] 
εἰς	83.0	indeclinable	Luke	2	900	31	491	 [[ εἰς ]] 
ἀπολύω	15.0	vbs. of motion	Luke	2	900	33	502	 [[ ἀπολύεις ]] 
κατά	83.0	indeclinable	Luke	2	900	33	507	 [[ κατὰ ]] 
ἐν	83.0	indeclinable	Luke	2	900	33	511	 [[ ἐν ]] 
κατά	83.0	indeclinable	Luke	2	900	33	525	 [[ κατὰ ]] 
εἰς	83.0	indeclinable	Luke	2	900	34	532	 [[ εἰς ]] 
ἰσραήλ		toponym	Luke	2	900	34	539	 [[ Ἰσραήλ ]] 
ἐπί	83.0	indeclinable	Luke	2	900	34	550	 [[ ἐπὶ ]] 
περί	83.0	indeclinable	Luke	2	900	34	553	 [[ περὶ ]] 
πρός	83.0	indeclinable	Luke	2	900	35	562	 [[ πρὸς ]] 
κεῖμαι	85.0	vbs. of motion	Luke	2	900	36	569	 [[ κεῖται ]] 
εἰς	83.0	indeclinable	Luke	2	900	36	570	 [[ εἰς ]] 
ἐν	83.0	indeclinable	Luke	2	900	36	575	 [[ ἐν ]] 
ἰσραήλ		toponym	Luke	2	900	36	577	 [[ Ἰσραὴλ ]] 
εἰς	83.0	indeclinable	Luke	2	900	36	579	 [[ εἰς ]] 
διέρχομαι	15.0	vbs. of motion	Luke	2	900	36	589	 [[ διελεύσεται ]] 
ἐκ	84.0	indeclinable	Luke	2	900	36	594	 [[ ἐκ ]] 
ἐκ	84.0	indeclinable	Luke	2	900	38	605	 [[ ἐκ ]] 
φυλή		nature	Luke	2	900	38	606	 [[ φυλῆς ]] 
προβαίνω	15.0	vbs. of motion	Luke	2	900	39	609	 [[ προβεβηκυῖα ]] 
ἐν	83.0	indeclinable	Luke	2	900	39	610	 [[ ἐν ]] 
ἀπό	84.0	indeclinable	Luke	2	900	39	618	 [[ ἀπὸ ]] 
ἕως	84.0	indeclinable	Luke	2	900	39	626	 [[ ἕως ]] 
ἀφίστημι	15.0	vbs. of motion	Luke	2	900	40	632	 [[ ἀφίστατο ]] 
ἱερόν	7.0	buildings	Luke	2	900	40	634	 [[ ἱεροῦ ]] 
ἐφίστημι	85.0	vbs. of motion	Luke	2	900	40	647	 [[ ἐπιστᾶσα ]] 
περί	83.0	indeclinable	Luke	2	900	40	653	 [[ περὶ ]] 
προσδέχομαι	85.0	other vbs.	Luke	2	900	40	657	 [[ προσδεχομένοις ]] 
ἰερουσαλήμ	93.0	toponym	Luke	2	900	40	659	 [[ Ἰερουσαλήμ ]] 
κατά	83.0	indeclinable	Luke	2	900	41	666	 [[ κατὰ ]] 
ἐπιστρέφω	15.0	vbs. of motion	Luke	2	900	41	670	 [[ ἐπέστρεψαν ]] 
εἰς	83.0	indeclinable	Luke	2	900	41	671	 [[ εἰς ]] 
γαλιλαία	93.0	toponym	Luke	2	900	41	673	 [[ Γαλιλαίαν ]] 
εἰς	83.0	indeclinable	Luke	2	900	41	674	 [[ εἰς ]] 
πόλις	1.0	community	Luke	2	900	41	675	 [[ πόλιν ]] 
ναζαρά	93.0	toponym	Luke	2	900	41	677	 [[ Ναζαρέθ ]] 
πορεύομαι	15.0	vbs. of motion	Luke	2	900	44	695	 [[ ἐπορεύοντο ]] 
εἰς	83.0	indeclinable	Luke	2	900	44	701	 [[ εἰς ]] 
ἀναβαίνω	15.0	vbs. of motion	Luke	2	900	45	713	 [[ ἀναβαινόντων ]] 
κατά	83.0	indeclinable	Luke	2	900	45	715	 [[ κατὰ ]] 
ἐν	83.0	indeclinable	Luke	2	900	45	725	 [[ ἐν ]] 
ὑποστρέφω	15.0	vbs. of motion	Luke	2	900	45	727	 [[ ὑποστρέφειν ]] 
ὑπομένω	85.0	vbs. of motion	Luke	2	900	45	729	 [[ ὑπέμεινεν ]] 
ἐν	83.0	indeclinable	Luke	2	900	45	733	 [[ ἐν ]] 
ἰερουσαλήμ	93.0	toponym	Luke	2	900	45	734	 [[ Ἰερουσαλήμ ]] 
ἐν	83.0	indeclinable	Luke	2	900	47	746	 [[ ἐν ]] 
